plant_id,site_code,hor_pos,depth_treatment,tile_id,plant_no,binomial_code,trait_tdmc,trait_thickness,trait_STA,trait_SBA,trait_SAP,trait_float,dry_weight_g_daily_change
WAE1,W,A,-5,WAE,1,fu_ve,NA,NA,NA,NA,NA,0,NA
WAE2,W,A,-5,WAE,2,fu_ve,NA,NA,NA,NA,NA,0,NA
WAE3,W,A,-5,WAE,3,fu_ve,NA,NA,NA,NA,NA,0,NA
WAE4,W,A,-5,WAE,4,fu_ve,NA,NA,NA,NA,NA,0,NA
WAE5,W,A,-5,WAE,5,fu_ve,0.381,0.26166666666666666,2864.5231846019246,3784.3466424682397,23.86571956513024,24.08554367752174,0.6408775496126331
WAE6,W,A,-5,WAE,6,fu_ve,NA,NA,NA,NA,NA,0,NA
WAE7,W,A,-5,WAE,7,fu_ve,NA,NA,NA,NA,NA,0,NA
WAE8,W,A,-5,WAE,8,fu_ve,NA,NA,NA,NA,NA,0,NA
WAE9,W,A,-5,WAE,9,fu_ve,NA,NA,NA,NA,NA,0,NA
WAF1,W,A,-12,WAF,1,as_no,0.33585,1.4883333333333333,1192.5413130861991,NA,18.238180348584372,0,0.931027654183808
WAF2,W,A,-12,WAF,2,as_no,NA,NA,NA,NA,NA,0,NA
WAF3,W,A,-12,WAF,3,as_no,NA,NA,NA,NA,NA,0,NA
WAF4,W,A,-12,WAF,4,as_no,NA,NA,NA,NA,NA,0,NA
WAF5,W,A,-12,WAF,5,as_no,0.32007220216606497,1.4966666666666666,1461.0985788405144,NA,14.476750098623077,17.81157125202424,1.1888716683509621
WAF6,W,A,-12,WAF,6,as_no,NA,NA,NA,NA,NA,0,NA
WAF7,W,A,-12,WAF,7,as_no,NA,NA,NA,NA,NA,0,NA
WAF8,W,A,-12,WAF,8,as_no,NA,NA,NA,NA,NA,0,NA
WAF9,W,A,-12,WAF,9,as_no,NA,NA,NA,NA,NA,0,NA
WAG1,W,A,-40,WAG,1,as_no,NA,NA,NA,NA,NA,0,NA
WAG2,W,A,-40,WAG,2,as_no,NA,NA,NA,NA,NA,0,NA
WAG3,W,A,-40,WAG,3,as_no,NA,NA,NA,NA,NA,0,NA
WAG4,W,A,-40,WAG,4,as_no,NA,NA,NA,NA,NA,0,NA
WAG5,W,A,-40,WAG,5,as_no,NA,NA,NA,NA,NA,0,NA
WAG6,W,A,-40,WAG,6,as_no,NA,NA,NA,NA,NA,0,NA
WAG7,W,A,-40,WAG,7,as_no,NA,NA,NA,NA,NA,0,NA
WAG8,W,A,-40,WAG,8,as_no,NA,NA,NA,NA,NA,0,NA
WAG9,W,A,-40,WAG,9,as_no,NA,NA,NA,NA,NA,0,NA
WAH1,W,A,-40,WAH,1,fu_sp,NA,NA,NA,NA,NA,0,NA
WAH2,W,A,-40,WAH,2,fu_sp,NA,NA,NA,NA,NA,0,NA
WAH3,W,A,-40,WAH,3,fu_sp,NA,NA,NA,NA,NA,0,NA
WAH4,W,A,-40,WAH,4,fu_sp,0.3186486486486485,0.415,3721.289228159459,4519.261213720318,19.956696960599693,0,-1.0626076553836796
WAH5,W,A,-40,WAH,5,fu_sp,NA,NA,NA,NA,NA,0,NA
WAH6,W,A,-40,WAH,6,fu_sp,0.28754838709677416,0.3466666666666667,3651.940767332286,4169.485773949361,27.902356238589512,0,0.3629257232954942
WAH7,W,A,-40,WAH,7,fu_sp,0.29886363636363633,0.3066666666666667,3098.0988593155894,4289.896128423043,33.36254125277407,0,-0.9301421114344532
WAH8,W,A,-40,WAH,8,fu_sp,NA,NA,NA,NA,NA,0,NA
WAH9,W,A,-40,WAH,9,fu_sp,NA,NA,NA,NA,NA,0,NA
WBE1,W,B,-5,WBE,1,as_no,0.36647668393782384,1.9833333333333336,1038.6681747490456,NA,21.780507979614402,10.067783611108247,0.38539276788848226
WBE2,W,B,-5,WBE,2,as_no,NA,NA,NA,NA,NA,0,NA
WBE3,W,B,-5,WBE,3,as_no,NA,NA,NA,NA,NA,0,NA
WBE4,W,B,-5,WBE,4,as_no,NA,NA,NA,NA,NA,0,NA
WBE5,W,B,-5,WBE,5,as_no,NA,NA,NA,NA,NA,0,NA
WBE6,W,B,-5,WBE,6,as_no,NA,NA,NA,NA,NA,0,NA
WBE7,W,B,-5,WBE,7,as_no,NA,NA,NA,NA,NA,0,NA
WBE8,W,B,-5,WBE,8,as_no,NA,NA,NA,NA,NA,0,NA
WBE9,W,B,-5,WBE,9,as_no,0.3325714285714286,1.845,1164.123711340206,NA,20.496499815461316,21.159868044797232,0.692224810345617
WBF1,W,B,-12,WBF,1,fu_ve,0.3595555555555556,0.265,2941.9447878038727,4501.18845500849,27.014674362335864,41.9396794298761,1.0357805655868386
WBF2,W,B,-12,WBF,2,fu_ve,NA,NA,NA,NA,NA,0,NA
WBF3,W,B,-12,WBF,3,fu_ve,NA,NA,NA,NA,NA,0,NA
WBF4,W,B,-12,WBF,4,fu_ve,NA,NA,NA,NA,NA,0,NA
WBF5,W,B,-12,WBF,5,fu_ve,NA,NA,NA,NA,NA,0,NA
WBF6,W,B,-12,WBF,6,fu_ve,0.2866057441253264,0.2783333333333333,4453.539218365673,6281.900171046494,35.113986767924395,40.220323183427666,2.072749097535371
WBF7,W,B,-12,WBF,7,fu_ve,NA,NA,NA,NA,NA,0,NA
WBF8,W,B,-12,WBF,8,fu_ve,NA,NA,NA,NA,NA,0,NA
WBF9,W,B,-12,WBF,9,fu_ve,NA,NA,NA,NA,NA,0,NA
WBG1,W,B,-28,WBG,1,fu_ve,0.28785714285714287,0.2816666666666667,6930.2729528535965,7860.062893081759,24.323524032641544,0,-1.480149704153497
WBG2,W,B,-28,WBG,2,fu_ve,NA,NA,NA,NA,NA,0,NA
WBG3,W,B,-28,WBG,3,fu_ve,NA,NA,NA,NA,NA,0,NA
WBG4,W,B,-28,WBG,4,fu_ve,NA,NA,NA,NA,NA,0,NA
WBG5,W,B,-28,WBG,5,fu_ve,NA,NA,NA,NA,NA,0,NA
WBG6,W,B,-28,WBG,6,fu_ve,NA,NA,NA,NA,NA,0,NA
WBG7,W,B,-28,WBG,7,fu_ve,NA,NA,NA,NA,NA,0,NA
WBG8,W,B,-28,WBG,8,fu_ve,0.2833333333333333,0.3016666666666667,4444.796380090498,5939.43181818182,27.4589499460493,0,-1.1385286527476535
WBG9,W,B,-28,WBG,9,fu_ve,NA,NA,NA,NA,NA,0,NA
WBH1,W,B,-40,WBH,1,fu_ve,NA,NA,NA,NA,NA,0,NA
WBH2,W,B,-40,WBH,2,fu_ve,NA,NA,NA,NA,NA,0,NA
WBH3,W,B,-40,WBH,3,fu_ve,NA,NA,NA,NA,NA,0,NA
WBH4,W,B,-40,WBH,4,fu_ve,NA,NA,NA,NA,NA,0,NA
WBH5,W,B,-40,WBH,5,fu_ve,NA,NA,NA,NA,NA,0,NA
WBH6,W,B,-40,WBH,6,fu_ve,NA,NA,NA,NA,NA,0,NA
WBH7,W,B,-40,WBH,7,fu_ve,NA,NA,NA,NA,NA,0,NA
WBH8,W,B,-40,WBH,8,fu_ve,NA,NA,NA,NA,NA,0,NA
WBH9,W,B,-40,WBH,9,fu_ve,NA,NA,NA,NA,NA,0,NA
WCE1,W,C,-5,WCE,1,fu_sp,0.31698224852071005,0.32333333333333336,3379.0554414784397,4092.445054945055,21.342728019817503,0,0.6407788432021495
WCE2,W,C,-5,WCE,2,fu_sp,0.36527272727272736,0.275,3747.336983573917,4216.482164821648,22.610048443239123,0,0.15998183647080544
WCE3,W,C,-5,WCE,3,fu_sp,NA,NA,NA,NA,NA,0,NA
WCE4,W,C,-5,WCE,4,fu_sp,0.36526315789473696,0.31666666666666665,3321.8299711815553,4115.058823529411,19.133281876353855,0,-0.6171716121760261
WCE5,W,C,-5,WCE,5,fu_sp,NA,NA,NA,NA,NA,0,NA
WCE6,W,C,-5,WCE,6,fu_sp,NA,NA,NA,NA,NA,0,NA
WCE7,W,C,-5,WCE,7,fu_sp,0.37554913294797687,0.4,3131.260581806988,3868.967905795428,26.76069306982789,0,0.9505637040652185
WCE8,W,C,-5,WCE,8,fu_sp,NA,NA,NA,NA,NA,0,NA
WCE9,W,C,-5,WCE,9,fu_sp,NA,NA,NA,NA,NA,0,NA
WCG1,W,C,-28,WCG,1,fu_sp,NA,NA,NA,NA,NA,0,NA
WCG2,W,C,-28,WCG,2,fu_sp,NA,NA,NA,NA,NA,0,NA
WCG3,W,C,-28,WCG,3,fu_sp,NA,NA,NA,NA,NA,0,NA
WCG4,W,C,-28,WCG,4,fu_sp,NA,NA,NA,NA,NA,0,NA
WCG5,W,C,-28,WCG,5,fu_sp,0.3093788819875776,0.30333333333333334,3357.3780365388475,4078.5105173393977,26.30096439962506,0,0.5038609209753
WCG6,W,C,-28,WCG,6,fu_sp,NA,NA,NA,NA,NA,0,NA
WCG7,W,C,-28,WCG,7,fu_sp,NA,NA,NA,NA,NA,0,NA
WCG8,W,C,-28,WCG,8,fu_sp,NA,NA,NA,NA,NA,0,NA
WCG9,W,C,-28,WCG,9,fu_sp,NA,NA,NA,NA,NA,0,NA
WCH1,W,C,-28,WCH,1,as_no,0.35633333333333334,1.893333333333333,1223.0656153948953,NA,15.591402428948404,34.42611220023561,0.7793057722383816
WCH2,W,C,-28,WCH,2,as_no,NA,NA,NA,NA,NA,0,NA
WCH3,W,C,-28,WCH,3,as_no,NA,NA,NA,NA,NA,0,NA
WCH4,W,C,-28,WCH,4,as_no,0.3305181347150259,1.74,1543.3610283743533,NA,15.85821977384749,0,1.1703454115809837
WCH5,W,C,-28,WCH,5,as_no,NA,NA,NA,NA,NA,0,NA
WCH6,W,C,-28,WCH,6,as_no,NA,NA,NA,NA,NA,0,NA
WCH7,W,C,-28,WCH,7,as_no,0.3304455445544554,1.665,1540.1198501872661,NA,16.335698338669822,31.81597953298428,1.179728567044991
WCH8,W,C,-28,WCH,8,as_no,NA,NA,NA,NA,NA,0,NA
WCH9,W,C,-28,WCH,9,as_no,NA,NA,NA,NA,NA,0,NA
WDF1,W,D,-12,WDF,1,fu_sp,NA,NA,NA,NA,NA,0,NA
WDF2,W,D,-12,WDF,2,fu_sp,NA,NA,NA,NA,NA,0,NA
WDF3,W,D,-12,WDF,3,fu_sp,NA,NA,NA,NA,NA,0,NA
WDF4,W,D,-12,WDF,4,fu_sp,NA,NA,NA,NA,NA,0,NA
WDF5,W,D,-12,WDF,5,fu_sp,NA,NA,NA,NA,NA,0,NA
WDF6,W,D,-12,WDF,6,fu_sp,NA,NA,NA,NA,NA,0,NA
WDF7,W,D,-12,WDF,7,fu_sp,0.2958076923076923,0.31833333333333336,4011.6629827070597,4540.03310040456,32.38135519398671,0,1.420448115630022
WDF8,W,D,-12,WDF,8,fu_sp,NA,NA,NA,NA,NA,0,NA
WDF9,W,D,-12,WDF,9,fu_sp,0.3029545454545454,0.31166666666666665,3768.6421605401347,8747.702407002187,19.579612819743307,0,-1.119198776118474
XAE1,X,A,-5,XAE,1,as_no,0.3278205128205129,1.0516666666666667,1572.7023856081341,NA,15.661273456957199,21.214248397334277,0.6867593961766271
XAE2,X,A,-5,XAE,2,as_no,NA,NA,NA,NA,NA,0,NA
XAE3,X,A,-5,XAE,3,as_no,0.36248520710059173,1.3083333333333331,1423.6859288279466,NA,18.545334694224717,23.795282260294876,0.9547720993186427
XAE4,X,A,-5,XAE,4,as_no,0.3320610687022901,NA,1794.7816091954023,NA,16.250109273466734,0,0.006483789706325875
XAE5,X,A,-5,XAE,5,as_no,0.3295953757225433,1.1683333333333332,1749.5440196422308,NA,17.679333792925004,46.28091597712077,0.6099458600086569
XAE6,X,A,-5,XAE,6,as_no,0.3461111111111111,1.2166666666666668,1348.278937042982,NA,15.48422247074101,20.91780376922043,0.646075534741419
XAE7,X,A,-5,XAE,7,as_no,0.32065989847715737,1.106666666666667,1731.6922589836947,NA,13.827009126071239,24.66724641729519,0.9426152990760702
XAE8,X,A,-5,XAE,8,as_no,0.35826446280991736,1.1816666666666666,1377.0703575547866,NA,17.869148359789627,15.460356003825202,0.2359255513080845
XAE9,X,A,-5,XAE,9,as_no,0.33453061224489794,1.2166666666666666,1604.9048316251833,NA,14.51402543579151,23.30512851857728,0.9450565696230399
XAF7,X,A,-12,XAF,7,fu_ve,0.3335714285714286,0.26,2915.300759197975,4724.592391304347,31.6895939532059,42.156989213053606,0.8238699421384331
XAF8,X,A,-12,XAF,8,fu_ve,0.31558139534883717,0.295,2774.183247359371,3314.0817901234573,28.840771423026236,27.987004070299637,0.5911891173942888
XBE1,X,B,-5,XBE,1,fu_ve,0.3335443037974683,0.33166666666666667,3662.466793168881,4969.211755012359,34.78408177535566,62.95107859944633,0.7318759753227307
XBF1,X,B,-12,XBF,1,fu_se,NA,NA,NA,NA,NA,0,NA
XBF2,X,B,-12,XBF,2,fu_se,0.33566265060240963,NA,3722.469490308686,4353.181818181819,36.95594848659782,0,-0.6960945770274898
XBF3,X,B,-12,XBF,3,fu_se,0.3262573099415204,0.3433333333333333,4346.764653163649,4887.429684119429,40.84703710503577,0,-0.221713377322717
XBF4,X,B,-12,XBF,4,fu_se,NA,NA,NA,NA,NA,0,NA
XBF5,X,B,-12,XBF,5,fu_se,0.33318181818181813,NA,4222.37380627558,4574.825986078886,29.136815943816313,0,-1.1727839792753547
XBF6,X,B,-12,XBF,6,fu_se,NA,NA,NA,NA,NA,0,NA
XBF7,X,B,-12,XBF,7,fu_se,NA,NA,NA,NA,NA,0,NA
XBF8,X,B,-12,XBF,8,fu_se,NA,NA,NA,NA,NA,0,NA
XBF9,X,B,-12,XBF,9,fu_se,NA,NA,NA,NA,NA,0,NA
XBG1,X,B,-28,XBG,1,fu_se,NA,NA,NA,NA,NA,0,NA
XBG2,X,B,-28,XBG,2,fu_se,0.3295327102803738,0.35333333333333333,3625.8271885044433,4107.797641688856,60.485250865392956,0,0.6723240540221151
XBG3,X,B,-28,XBG,3,fu_se,NA,NA,NA,NA,NA,0,NA
XBG4,X,B,-28,XBG,4,fu_se,NA,NA,NA,NA,NA,0,NA
XBG5,X,B,-28,XBG,5,fu_se,0.34479532163742693,0.36,3594.3860244233374,3690.817000660647,50.77543803324093,0,0.5299071087508714
XBG6,X,B,-28,XBG,6,fu_se,NA,NA,NA,NA,NA,0,NA
XBG7,X,B,-28,XBG,7,fu_se,NA,NA,NA,NA,NA,0,NA
XBG8,X,B,-28,XBG,8,fu_se,NA,NA,NA,NA,NA,0,NA
XBG9,X,B,-28,XBG,9,fu_se,NA,NA,NA,NA,NA,0,NA
XBH1,X,B,-40,XBH,1,as_no,NA,NA,NA,NA,NA,0,NA
XBH2,X,B,-40,XBH,2,as_no,0.3630666666666667,1.3516666666666666,1321.355123026074,NA,18.645885965253214,25.84343571076436,1.080992741088828
XBH3,X,B,-40,XBH,3,as_no,NA,NA,NA,NA,NA,0,NA
XBH4,X,B,-40,XBH,4,as_no,NA,NA,NA,NA,NA,0,NA
XBH5,X,B,-40,XBH,5,as_no,NA,NA,NA,NA,NA,0,NA
XBH6,X,B,-40,XBH,6,as_no,NA,NA,NA,NA,NA,0,NA
XBH7,X,B,-40,XBH,7,as_no,NA,NA,NA,NA,NA,0,NA
XBH8,X,B,-40,XBH,8,as_no,0.3507692307692308,1.2283333333333333,1495.2517162471397,NA,18.712614327221964,29.874285594777085,1.2434944460871902
XBH9,X,B,-40,XBH,9,as_no,NA,NA,NA,NA,NA,0,NA
XCE1,X,C,-5,XCE,1,fu_sp,NA,NA,NA,NA,NA,0,NA
XCE2,X,C,-5,XCE,2,fu_sp,0.3660493827160494,NA,2701.079258010118,3719.6378830083563,13.05264770547404,0,0.16852301166432737
XCE3,X,C,-5,XCE,3,fu_sp,0.3073214285714286,0.23333333333333336,3727.6002324230094,4345.719263315082,30.400501683467112,0,1.049616477604482
XCE4,X,C,-5,XCE,4,fu_sp,0.35440476190476194,0.26833333333333337,3328.350688612697,4197.7375565610855,19.87160717652108,0,-0.6827720530622794
XCE5,X,C,-5,XCE,5,fu_sp,0.3274444444444444,0.31333333333333335,3166.9833729216152,3656.3188253801786,24.729732594249136,0,0.6766671639599362
XCE6,X,C,-5,XCE,6,fu_sp,NA,NA,NA,NA,NA,0,NA
XCE7,X,C,-5,XCE,7,fu_sp,0.30284345047923317,0.3016666666666667,3890.8745648275135,4635.012062726176,35.334479801874906,0,1.0269032949044103
XCE8,X,C,-5,XCE,8,fu_sp,NA,NA,NA,NA,NA,0,NA
XCE9,X,C,-5,XCE,9,fu_sp,0.34196721311475403,0.30833333333333335,3719.319271332695,4464.361370716511,23.415524838534434,0,-0.8812002742656524
XCF1,X,C,-12,XCF,1,as_no,0.3291578947368421,1.015,1945.251039334826,NA,14.093605189990733,20.62915546968674,1.398426682307913
XCF2,X,C,-12,XCF,2,as_no,0.2981547619047619,1.3783333333333334,1468.9958075464162,NA,18.82065867957152,22.24432410607266,0.8386172982237726
XCF3,X,C,-12,XCF,3,as_no,0.3345121951219512,1.1816666666666666,1549.5685988576986,NA,20.261994578326654,31.763338045773576,1.3348621654170933
XCF4,X,C,-12,XCF,4,as_no,NA,NA,NA,NA,NA,0,NA
XCF5,X,C,-12,XCF,5,as_no,0.31279475982532756,1.2233333333333334,1495.0160547256735,NA,20.425648792062283,15.145842008092629,0.543824347733063
XCF6,X,C,-12,XCF,6,as_no,NA,NA,NA,NA,NA,0,NA
XCF7,X,C,-12,XCF,7,as_no,0.34371287128712874,1.3216666666666668,1397.5370877142445,NA,15.900960471697958,11.161258647349593,0.7749863804519798
XCF8,X,C,-12,XCF,8,as_no,NA,NA,NA,NA,NA,0,NA
XCF9,X,C,-12,XCF,9,as_no,NA,NA,NA,NA,NA,0,NA
XCG1,X,C,-28,XCG,1,fu_sp,NA,NA,NA,NA,NA,0,NA
XCG2,X,C,-28,XCG,2,fu_sp,0.33349999999999996,0.37666666666666665,3896.5945598629255,4233.657957244656,31.273388603636974,0,0.38632396411216313
XCG3,X,C,-28,XCG,3,fu_sp,NA,NA,NA,NA,NA,0,NA
XCG4,X,C,-28,XCG,4,fu_sp,NA,NA,NA,NA,NA,0,NA
XCG5,X,C,-28,XCG,5,fu_sp,NA,NA,NA,NA,NA,0,NA
XCG6,X,C,-28,XCG,6,fu_sp,NA,NA,NA,NA,NA,0,NA
XCG7,X,C,-28,XCG,7,fu_sp,NA,NA,NA,NA,NA,0,NA
XCG8,X,C,-28,XCG,8,fu_sp,NA,NA,NA,NA,NA,0,NA
XCG9,X,C,-28,XCG,9,fu_sp,NA,NA,NA,NA,NA,0,NA
XCH1,X,C,-40,XCH,1,fu_ve,NA,NA,NA,NA,NA,0,NA
XCH2,X,C,-40,XCH,2,fu_ve,0.3133536585365854,0.35333333333333333,2139.6186028410198,3186.3142498955285,34.81924582314717,57.38292088284916,2.1174094071239717
XCH3,X,C,-40,XCH,3,fu_ve,NA,NA,NA,NA,NA,0,NA
XCH4,X,C,-40,XCH,4,fu_ve,NA,NA,NA,NA,NA,0,NA
XCH5,X,C,-40,XCH,5,fu_ve,NA,NA,NA,NA,NA,0,NA
XCH6,X,C,-40,XCH,6,fu_ve,NA,NA,NA,NA,NA,0,NA
XCH7,X,C,-40,XCH,7,fu_ve,NA,NA,NA,NA,NA,0,NA
XCH8,X,C,-40,XCH,8,fu_ve,NA,NA,NA,NA,NA,0,NA
XCH9,X,C,-40,XCH,9,fu_ve,NA,NA,NA,NA,NA,0,NA
XDE1,X,D,-5,XDE,1,fu_se,NA,NA,NA,NA,NA,0,NA
XDE3,X,D,-5,XDE,3,fu_se,NA,NA,NA,NA,NA,0,NA
XDE4,X,D,-5,XDE,4,fu_se,NA,NA,NA,NA,NA,0,NA
XDE5,X,D,-5,XDE,5,fu_se,NA,NA,NA,NA,NA,0,NA
XDE6,X,D,-5,XDE,6,fu_se,NA,NA,NA,NA,NA,0,NA
XDE7,X,D,-5,XDE,7,fu_se,NA,NA,NA,NA,NA,0,NA
XDE8,X,D,-5,XDE,8,fu_se,0.28,NA,5706.16883116883,8665.340909090914,18.100083420014624,0,-1.4818387743733556
XDE9,X,D,-5,XDE,9,fu_se,NA,NA,NA,NA,NA,0,NA
XDF1,X,D,-12,XDF,1,fu_sp,0.3565384615384615,0.235,3183.04823547542,3476.715328467154,24.774977929605033,0,0.785004086557733
XDF2,X,D,-12,XDF,2,fu_sp,0.32207792207792213,0.3416666666666667,3312.7419354838707,3742.8977272727266,30.22969579335658,0,1.1386444806983251
XDF3,X,D,-12,XDF,3,fu_sp,NA,NA,NA,NA,NA,0,NA
XDF4,X,D,-12,XDF,4,fu_sp,NA,NA,NA,NA,NA,0,NA
XDF5,X,D,-12,XDF,5,fu_sp,0.3883050847457627,0.24833333333333332,2939.720646006111,3596.2254259501974,25.96457816090182,0,0.2964709637100365
XDF6,X,D,-12,XDF,6,fu_sp,NA,NA,NA,NA,NA,0,NA
XDF7,X,D,-12,XDF,7,fu_sp,0.2607377049180328,0.275,3480.1844283768205,4967.1901425465085,33.18972710819834,0,1.2118721248878757
XDF8,X,D,-12,XDF,8,fu_sp,0.31553333333333333,0.33666666666666667,3727.931544474964,4128.804960541151,29.557218814179993,0,1.9640720705519807
XDF9,X,D,-12,XDF,9,fu_sp,0.3087951807228915,0.29333333333333333,3703.160358954351,4223.566878980892,19.09237206308336,0,-0.7533799212888771
XDG1,X,D,-28,XDG,1,fu_ve,NA,NA,NA,NA,NA,0,NA
XDG2,X,D,-28,XDG,2,fu_ve,NA,NA,NA,NA,NA,0,NA
XDG3,X,D,-28,XDG,3,fu_ve,NA,NA,NA,NA,NA,0,NA
XDG4,X,D,-28,XDG,4,fu_ve,NA,NA,NA,NA,NA,0,NA
XDG5,X,D,-28,XDG,5,fu_ve,NA,NA,NA,NA,NA,0,NA
XDG6,X,D,-28,XDG,6,fu_ve,NA,NA,NA,NA,NA,0,NA
XDG7,X,D,-28,XDG,7,fu_ve,NA,NA,NA,NA,NA,0,NA
XDG8,X,D,-28,XDG,8,fu_ve,0.36129186602870816,0.37,2591.4183551847436,4164.1584878226095,27.34445307740035,69.56354015100163,1.0961825433803247
XDG9,X,D,-28,XDG,9,fu_ve,NA,NA,NA,NA,NA,0,NA
XDH1,X,D,-40,XDH,1,fu_sp,NA,NA,NA,NA,NA,0,NA
XDH2,X,D,-40,XDH,2,fu_sp,NA,NA,NA,NA,NA,0,NA
XDH3,X,D,-40,XDH,3,fu_sp,NA,NA,NA,NA,NA,0,NA
XDH4,X,D,-40,XDH,4,fu_sp,NA,NA,NA,NA,NA,0,NA
XDH5,X,D,-40,XDH,5,fu_sp,NA,NA,NA,NA,NA,0,NA
XDH6,X,D,-40,XDH,6,fu_sp,NA,NA,NA,NA,NA,0,NA
XDH7,X,D,-40,XDH,7,fu_sp,0.29519662921348316,0.3666666666666667,2998.487011133314,4120.14852452609,22.34786993440551,0,1.2746525466340584
XDH8,X,D,-40,XDH,8,fu_sp,NA,NA,NA,NA,NA,0,NA
XDH9,X,D,-40,XDH,9,fu_sp,NA,NA,NA,NA,NA,0,NA
YAE1,Y,A,-5,YAE,1,as_no,0.3381506849315068,1.71,1598.3390723111204,NA,13.65272154745839,16.29021104555372,0.41231811638988075
YAE2,Y,A,-5,YAE,2,as_no,0.3216417910447761,1.33,1622.8770301624131,NA,17.393445068881483,0,0.08716270401832663
YAE3,Y,A,-5,YAE,3,as_no,0.34294520547945206,1.92,1325.883762732175,NA,14.520849373556379,0,0.2986485825304585
