plant_id,site_code,hor_pos,depth_treatment,tile_id,plant_no,binomial_code,trait_tdmc,trait_thickness,trait_STA,trait_SBA,trait_SAP,trait_float,dry_weight_g_daily_change
YAE4,Y,A,-5,YAE,4,as_no,NA,NA,NA,NA,NA,0,NA
YAE5,Y,A,-5,YAE,5,as_no,0.3339354838709678,1.6483333333333334,1658.481452859351,NA,16.77233677143801,25.249276350335276,0.5219484820809643
YAE6,Y,A,-5,YAE,6,as_no,0.34365079365079365,1.4416666666666669,1375.7505773672056,NA,14.889894268503012,23.217312913365678,0.2917112438190771
YAE7,Y,A,-5,YAE,7,as_no,0.36662420382165606,1.5916666666666668,1477.2585128561502,NA,14.870759006645683,24.81545274204585,0.626914197357549
YAE8,Y,A,-5,YAE,8,as_no,0.3164601769911505,1.45,1445.0223713646528,NA,18.267109728506785,42.16902890724554,0.036396762042990284
YAE9,Y,A,-5,YAE,9,as_no,0.345034965034965,1.5333333333333332,1457.1139035265505,NA,17.058644875335744,14.432394301047553,NA
YAF1,Y,A,-12,YAF,1,as_no,0.3355440414507772,1.3433333333333333,1513.295243977764,NA,15.992304190104129,38.0328696790364,0.8286780714871269
YAF2,Y,A,-12,YAF,2,as_no,NA,NA,NA,NA,NA,0,NA
YAF3,Y,A,-12,YAF,3,as_no,0.3237,1.153333333333333,1886.8705591597159,NA,17.752858629369328,22.6456066060432,0.9670548540229884
YAF4,Y,A,-12,YAF,4,as_no,0.32881944444444444,1.47,1843.041182682154,NA,15.863419138698577,0,1.2372532205314042
YAF5,Y,A,-12,YAF,5,as_no,0.34693333333333337,1.231666666666667,1683.935434281322,NA,14.566271448731651,25.354898434045214,0.7616795544107454
YAF6,Y,A,-12,YAF,6,as_no,0.3419867549668874,1.5233333333333334,1281.9326103795509,NA,17.45804862482825,0,0.719817547878655
YAF7,Y,A,-12,YAF,7,as_no,0.339646017699115,1.7833333333333332,1322.3814486711829,NA,19.39899169428232,29.03121924109379,0.5971222673553898
YAF8,Y,A,-12,YAF,8,as_no,0.3235106382978723,1.4633333333333334,1615.5212101282473,NA,15.601440484734546,37.19083706979038,0.7882964259742232
YAF9,Y,A,-12,YAF,9,as_no,0.3320398009950249,1.6016666666666666,1541.114773748876,NA,16.12816729363099,18.01292761123305,0.994319501026529
YAG1,Y,A,-28,YAG,1,fu_ve,0.3086692015209125,0.30166666666666664,2652.3035230352307,3285.63517368686,27.54689896843379,23.116260307271535,1.2775982405629716
YAG2,Y,A,-28,YAG,2,fu_ve,0.2832283464566929,0.24833333333333335,3552.0248355110734,5095.456537618699,28.703773736090834,29.035446883330735,2.3329864736984933
YAG3,Y,A,-28,YAG,3,fu_ve,NA,NA,NA,NA,NA,0,NA
YAG4,Y,A,-28,YAG,4,fu_ve,0.2838055555555556,0.3333333333333333,3454.810609768034,4761.717882265827,30.334655938013757,29.231745287390588,2.276696029786009
YAG5,Y,A,-28,YAG,5,fu_ve,0.2719345238095238,0.335,3486.5382510670897,4397.441784191538,32.04937312748118,30.257212817763133,1.7014368025403774
YAG6,Y,A,-28,YAG,6,fu_ve,NA,NA,NA,NA,NA,0,NA
YAG7,Y,A,-28,YAG,7,fu_ve,NA,NA,NA,NA,NA,0,NA
YAG8,Y,A,-28,YAG,8,fu_ve,0.31279661016949156,0.2866666666666667,4072.6722658719405,5784.041907075615,35.23386135906401,63.552492947179054,2.5285571354518845
YAG9,Y,A,-28,YAG,9,fu_ve,NA,NA,NA,NA,NA,0,NA
YAH1,Y,A,-40,YAH,1,fu_ve,NA,NA,NA,NA,NA,0,NA
YAH2,Y,A,-40,YAH,2,fu_ve,0.32495145631067957,0.32166666666666666,2692.0824619061846,3761.5896980461816,26.461095693288108,46.05541665256623,1.3222359200172074
YAH3,Y,A,-40,YAH,3,fu_ve,NA,NA,NA,NA,NA,0,NA
YAH4,Y,A,-40,YAH,4,fu_ve,NA,NA,NA,NA,NA,0,NA
YAH5,Y,A,-40,YAH,5,fu_ve,NA,NA,NA,NA,NA,0,NA
YAH6,Y,A,-40,YAH,6,fu_ve,NA,NA,NA,NA,NA,0,NA
YAH7,Y,A,-40,YAH,7,fu_ve,NA,NA,NA,NA,NA,0,NA
YAH8,Y,A,-40,YAH,8,fu_ve,0.3181549815498155,0.35,2638.506147065646,4132.83148441627,31.701076899065797,79.67543418985943,1.770471501733243
YAH9,Y,A,-40,YAH,9,fu_ve,NA,NA,NA,NA,NA,0,NA
YBE1,Y,B,-5,YBE,1,fu_sp,NA,NA,NA,NA,NA,0,NA
YBE2,Y,B,-5,YBE,2,fu_sp,0.35791139240506326,0.30833333333333335,2852.5198938992044,3959.5400064787814,19.690056466555834,0,0.2852849711670698
YBE3,Y,B,-5,YBE,3,fu_sp,NA,NA,NA,NA,NA,0,NA
YBE4,Y,B,-5,YBE,4,fu_sp,0.30574999999999997,0.305,4256.745707277188,5302.1276595744685,21.69040139325206,0,-0.4736700740798684
YBE5,Y,B,-5,YBE,5,fu_sp,0.33234234234234233,0.38,3867.525074545947,4277.295162882527,23.690074520795417,0,0.15172189827299665
YBE6,Y,B,-5,YBE,6,fu_sp,0.3583018867924528,0.29333333333333333,3266.6140073723022,3976.5586034912726,14.155223008712241,0,-0.17568475244597212
YBE7,Y,B,-5,YBE,7,fu_sp,0.3404761904761905,0.31833333333333336,3559.160839160839,5220.833333333334,14.999587405250566,0,-1.2604417916430588
YBE8,Y,B,-5,YBE,8,fu_sp,0.30963133640553,0.37666666666666665,3516.5054323560053,4205.361050328228,29.8784119577382,0,0.7277044848638801
YBE9,Y,B,-5,YBE,9,fu_sp,0.3380000000000001,0.38,3640.7746100053782,4327.351097178683,21.08939983610082,0,-0.09155914864679741
YBF1,Y,B,-12,YBF,1,fu_ve,NA,NA,NA,NA,NA,0,NA
YBF2,Y,B,-12,YBF,2,fu_ve,0.2496829971181556,0.28833333333333333,3786.01108033241,5176.09190643759,39.38746618347917,32.150802010421856,1.6442914364610435
YBF3,Y,B,-12,YBF,3,fu_ve,0.2723809523809524,0.35,3475.3246753246754,4784.2985842985845,23.32592971310273,45.1937404712218,0.7159810324126855
YBF4,Y,B,-12,YBF,4,fu_ve,NA,NA,NA,NA,NA,0,NA
YBF5,Y,B,-12,YBF,5,fu_ve,NA,NA,NA,NA,NA,0,NA
YBF6,Y,B,-12,YBF,6,fu_ve,NA,NA,NA,NA,NA,0,NA
YBF7,Y,B,-12,YBF,7,fu_ve,NA,NA,NA,NA,NA,0,NA
YBF8,Y,B,-12,YBF,8,fu_ve,NA,NA,NA,NA,NA,0,NA
YBF9,Y,B,-12,YBF,9,fu_ve,0.31375000000000003,0.28500000000000003,3590.5236198064886,5420.522625876354,24.310873041869787,36.476090001839374,-0.3439159903929353
YBG1,Y,B,-28,YBG,1,fu_se,NA,NA,NA,NA,NA,0,NA
YBG2,Y,B,-28,YBG,2,fu_se,NA,NA,NA,NA,NA,0,NA
YBG3,Y,B,-28,YBG,3,fu_se,NA,NA,NA,NA,NA,0,NA
YBG4,Y,B,-28,YBG,4,fu_se,0.3023574144486692,0.35,3848.5286720321938,3798.3368255631217,47.57969854090065,0,0.9379013453267915
YBG5,Y,B,-28,YBG,5,fu_se,0.30196506550218344,0.38,3899.812002892263,4043.094867807153,55.30519455217009,0,0.8997965178875541
YBG6,Y,B,-28,YBG,6,fu_se,0.3201421800947867,0.36,4156.728349370836,4316.604444444445,49.9462803596014,0,0.872364041394688
YBG7,Y,B,-28,YBG,7,fu_se,NA,NA,NA,NA,NA,0,NA
YBG8,Y,B,-28,YBG,8,fu_se,0.33099415204678356,0.33999999999999997,3711.2544169611306,3977.3408998783957,66.8694489542546,0,0.8187788246318947
YBG9,Y,B,-28,YBG,9,fu_se,0.315,0.45666666666666667,3190.5766526019684,3639.1725680208724,60.50647188151331,0,0.49091140052846133
YBH1,Y,B,-40,YBH,1,fu_sp,0.26859374999999996,0.33,3795.026178010472,5027.594728171336,17.03600891017489,0,-0.3199561476225675
YBH2,Y,B,-40,YBH,2,fu_sp,0.30345864661654137,0.33,3582.8295341922694,4117.763599731362,24.870319282869076,0,0.29295401473865257
YBH3,Y,B,-40,YBH,3,fu_sp,NA,NA,NA,NA,NA,0,NA
YBH4,Y,B,-40,YBH,4,fu_sp,0.27496296296296296,0.33333333333333337,3631.0883620689656,3723.9949748743725,25.445339696587556,0,0.7426210514626865
YBH5,Y,B,-40,YBH,5,fu_sp,0.32449494949494945,0.425,3092.1089494163425,3173.4270414993307,34.24926516855869,0,0.5364062927607111
YBH6,Y,B,-40,YBH,6,fu_sp,NA,NA,NA,NA,NA,0,NA
YBH7,Y,B,-40,YBH,7,fu_sp,NA,NA,NA,NA,NA,0,NA
YBH8,Y,B,-40,YBH,8,fu_sp,NA,NA,NA,NA,NA,0,NA
YBH9,Y,B,-40,YBH,9,fu_sp,NA,NA,NA,NA,NA,0,NA
YCE1,Y,C,-5,YCE,1,fu_se,0.2825,NA,4684.513274336283,NA,31.64076509264794,0,-1.4831067748762272
YCE2,Y,C,-5,YCE,2,fu_se,NA,NA,NA,NA,NA,0,NA
YCE3,Y,C,-5,YCE,3,fu_se,NA,NA,NA,NA,NA,0,NA
YCE4,Y,C,-5,YCE,4,fu_se,NA,NA,NA,NA,NA,0,NA
YCE5,Y,C,-5,YCE,5,fu_se,NA,NA,NA,NA,NA,0,NA
YCE6,Y,C,-5,YCE,6,fu_se,NA,NA,NA,NA,NA,0,NA
YCE7,Y,C,-5,YCE,7,fu_se,NA,NA,NA,NA,NA,0,NA
YCE8,Y,C,-5,YCE,8,fu_se,NA,NA,NA,NA,NA,0,NA
YCE9,Y,C,-5,YCE,9,fu_se,NA,NA,NA,NA,NA,0,NA
YCF1,Y,C,-12,YCF,1,fu_sp,0.25745341614906825,0.3,3665.1628468033778,5024.77357485349,20.3678851297452,0,0.3029598747658827
YCF2,Y,C,-12,YCF,2,fu_sp,0.30027777777777775,0.275,4664.801110083256,5604.45937690898,26.11479811802968,0,-0.7603231457940546
YCF3,Y,C,-12,YCF,3,fu_sp,NA,NA,NA,NA,NA,0,NA
YCF4,Y,C,-12,YCF,4,fu_sp,0.2750000000000002,NA,4166.493506493504,8398.809523809516,25.774057232835773,0,-1.4359333390502604
YCF5,Y,C,-12,YCF,5,fu_sp,0.3215384615384616,0.32666666666666666,3615.490430622009,4483.625730994152,18.379918333095166,0,-0.8602554079711531
YCF6,Y,C,-12,YCF,6,fu_sp,0.2545192307692308,0.3516666666666667,3709.8854048608487,4323.838836038052,33.1585747987538,0,1.6548658685245325
YCF7,Y,C,-12,YCF,7,fu_sp,0.31532432432432433,0.37166666666666665,3958.7468929459164,4358.214712094775,41.983443579182946,0,1.7733196113919358
YCF8,Y,C,-12,YCF,8,fu_sp,NA,NA,NA,NA,NA,0,NA
YCF9,Y,C,-12,YCF,9,fu_sp,NA,NA,NA,NA,NA,0,NA
YCG1,Y,C,-28,YCG,1,as_no,NA,NA,NA,NA,NA,0,NA
YCG2,Y,C,-28,YCG,2,as_no,0.34511627906976744,1.5266666666666666,1604.5485175202157,NA,13.025735284061847,0,0.9626080612097263
YCG3,Y,C,-28,YCG,3,as_no,0.3317486338797814,1.34,1661.4066875308845,NA,14.651478308363183,23.182894231728337,1.590902455880266
YCG4,Y,C,-28,YCG,4,as_no,0.33470588235294113,1.1883333333333332,1484.5694200351493,NA,18.78495549047209,18.772258387004033,0.6498627223125842
YCG5,Y,C,-28,YCG,5,as_no,0.31955445544554456,1.5333333333333332,1544.027885360186,NA,14.129987892672943,16.807074562969404,1.2521164523745962
YCG6,Y,C,-28,YCG,6,as_no,0.3627745664739884,1.2633333333333334,1479.6367112810706,NA,17.253315051084392,41.11368333569817,1.427236419214756
YCG7,Y,C,-28,YCG,7,as_no,0.31183098591549296,1.2866666666666666,1507.3471845829567,NA,16.941385898028145,21.189905281665567,1.3927535681360914
YCG8,Y,C,-28,YCG,8,as_no,0.3130575539568345,1.1683333333333334,1678.2144088245434,NA,18.343594342253002,21.562426884342216,1.6696347080763823
YCG9,Y,C,-28,YCG,9,as_no,NA,NA,NA,NA,NA,0,NA
YCH1,Y,C,-40,YCH,1,as_no,0.3192063492063492,1.34,NA,NA,NA,0,1.2929400126864175
YCH2,Y,C,-40,YCH,2,as_no,0.3308290155440414,1.1133333333333333,1941.3782302270947,NA,14.106332640290054,32.53938827837196,1.3095737634983335
YCH3,Y,C,-40,YCH,3,as_no,NA,NA,NA,NA,NA,0,NA
YCH4,Y,C,-40,YCH,4,as_no,NA,NA,NA,NA,NA,0,NA
YCH5,Y,C,-40,YCH,5,as_no,0.32981249999999995,1.535,1492.8747394352854,NA,14.201579175079319,0,0.9335998461186539
YCH6,Y,C,-40,YCH,6,as_no,NA,NA,NA,NA,NA,0,NA
YCH7,Y,C,-40,YCH,7,as_no,NA,NA,NA,NA,NA,0,NA
YCH8,Y,C,-40,YCH,8,as_no,NA,NA,NA,NA,NA,0,NA
YCH9,Y,C,-40,YCH,9,as_no,NA,NA,NA,NA,NA,0,NA
YDE1,Y,D,-5,YDE,1,fu_ve,NA,NA,NA,NA,NA,0,NA
YDE2,Y,D,-5,YDE,2,fu_ve,0.30917105263157896,0.255,4077.946120781377,5825.9337781380555,27.07430922288811,48.48920865224915,0.9526711829216034
YDE3,Y,D,-5,YDE,3,fu_ve,0.2852112676056338,0.275,2980.5432098765436,4364.460285132384,24.95462307173896,0,-0.5372744579273965
YDE4,Y,D,-5,YDE,4,fu_ve,0.30881294964028777,0.26166666666666666,3825.1252184041928,5037.293669508435,32.133026602776425,57.08659917996595,1.2731997467616625
YDE5,Y,D,-5,YDE,5,fu_ve,0.38777777777777783,0.22,2282.5214899713465,5579.775280898875,18.09220985691574,44.40837752925399,-0.74262800572676535
YDE6,Y,D,-5,YDE,6,fu_ve,0.38173913043478264,0.21,2882.8473804100227,4435.091277890467,29.82654191510924,48.37623311678132,0.34319874890156304
YDE7,Y,D,-5,YDE,7,fu_ve,0.30033783783783785,0.25333333333333335,3634.1844769403824,4914.5396145610275,34.84409731097386,40.42724404619486,1.2271336651705829
YDE8,Y,D,-5,YDE,8,fu_ve,0.3474380165289257,0.27,2847.7640342530917,3535.3681800839377,29.141929374879812,44.8371929627468,-0.21012899986046749
YDE9,Y,D,-5,YDE,9,fu_ve,0.3224537037037037,0.315,3027.7817659727207,3941.5013404825736,32.0094046646894,37.88855461615831,0.8176411374508918
YDF1,Y,D,-12,YDF,1,fu_se,NA,NA,NA,NA,NA,0,NA
YDF2,Y,D,-12,YDF,2,fu_se,0.30246753246753244,0.6916666666666667,3606.311721769,5202.880658436214,28.806856766564007,0,-0.758720677903521
YDF3,Y,D,-12,YDF,3,fu_se,NA,NA,NA,NA,NA,0,NA
YDF4,Y,D,-12,YDF,4,fu_se,NA,NA,NA,NA,NA,0,NA
YDF5,Y,D,-12,YDF,5,fu_se,0.3280487804878049,0.35,2928.6988847583643,3973.634651600754,20.990845047906298,0,-0.9799584901372712
YDF6,Y,D,-12,YDF,6,fu_se,NA,NA,NA,NA,NA,0,NA
YDF7,Y,D,-12,YDF,7,fu_se,NA,NA,NA,NA,NA,0,NA
YDF8,Y,D,-12,YDF,8,fu_se,0.3201449275362319,0.4216666666666667,3304.074241738342,4022.647283856159,26.853003289159016,0,-0.7386819032859363
YDF9,Y,D,-12,YDF,9,fu_se,NA,NA,NA,NA,NA,0,NA
YDG1,Y,D,-28,YDG,1,fu_sp,NA,NA,NA,NA,NA,0,NA
YDG2,Y,D,-28,YDG,2,fu_sp,NA,NA,NA,NA,NA,0,NA
YDG3,Y,D,-28,YDG,3,fu_sp,NA,NA,NA,NA,NA,0,NA
YDG4,Y,D,-28,YDG,4,fu_sp,NA,NA,NA,NA,NA,0,NA
YDG5,Y,D,-28,YDG,5,fu_sp,0.33593749999999994,0.33166666666666667,3256.3720930232557,3718.2144997004193,24.7782724718107,0,-0.6160072853213795
YDG6,Y,D,-28,YDG,6,fu_sp,NA,NA,NA,NA,NA,0,NA
YDG7,Y,D,-28,YDG,7,fu_sp,NA,NA,NA,NA,NA,0,NA
YDG8,Y,D,-28,YDG,8,fu_sp,0.28762755102040816,0.3516666666666667,3132.2749445676277,3593.647156842325,40.20871497745145,0,1.920416938370377
YDG9,Y,D,-28,YDG,9,fu_sp,NA,NA,NA,NA,NA,0,NA
YDH1,Y,D,-40,YDH,1,fu_se,NA,NA,NA,NA,NA,0,NA
YDH2,Y,D,-40,YDH,2,fu_se,0.3043421052631579,0.36833333333333335,3304.2080991497337,NA,62.49972740753664,0,1.2390828726613183
YDH3,Y,D,-40,YDH,3,fu_se,0.31764478764478765,0.405,3459.122401847575,3833.917929507917,54.6129356021716,0,1.321101488589187
YDH4,Y,D,-40,YDH,4,fu_se,NA,NA,NA,NA,NA,0,NA
YDH5,Y,D,-40,YDH,5,fu_se,NA,NA,NA,NA,NA,0,NA
YDH6,Y,D,-40,YDH,6,fu_se,NA,NA,NA,NA,NA,0,NA
YDH7,Y,D,-40,YDH,7,fu_se,0.2968275862068966,0.3466666666666667,3930.2973977695165,4327.135309656589,56.77453133993734,0,1.0756157300304972
YDH8,Y,D,-40,YDH,8,fu_se,NA,NA,NA,NA,NA,0,NA
YDH9,Y,D,-40,YDH,9,fu_se,NA,NA,NA,NA,NA,0,NA
VAE7,V,A,-5,VAE,7,fu_ve,0.32954545454545453,0.30666666666666664,3281.0517241379307,NA,37.53330743029353,70.09940407710025,0.8602450801180206
VAE8,V,A,-5,VAE,8,fu_ve,0.3111851851851852,0.2783333333333333,2961.6162818376574,4065.4059680777223,30.414349446922934,54.863413401895535,0.37878721576133145
VAE9,V,A,-5,VAE,9,fu_ve,0.28127118644067794,0.2866666666666667,3427.6890629707746,4646.8488566648075,27.56362420530315,49.843953102691685,0.7361398330088746
VAE6,V,A,-5,VAE,6,fu_ve,0.3653913043478261,0.2733333333333333,2627.177534507378,3691.0080786793114,29.8462187327645,44.05706137333158,0.5575278062000907
VAE5,V,A,-5,VAE,5,fu_ve,0.34125683060109285,0.2816666666666667,2697.710168134508,3803.342696629213,30.25778167312932,53.947861676696476,0.6597545759667117
VAE4,V,A,-5,VAE,4,fu_ve,0.36560606060606066,0.28,2220.0580190634064,3298.459316321618,31.399281397816058,43.22456531254915,0.31171565502046156
VAE3,V,A,-5,VAE,3,fu_ve,0.3066917293233083,0.29333333333333333,2718.877175778377,3678.1201044386416,27.595911237626968,41.942328593795175,0.07805176319796901
VAE2,V,A,-5,VAE,2,fu_ve,0.2622302158273381,0.26,3402.8806584362146,5278.650500790724,29.610681665178593,55.55749312768123,0.45934253724353374
VAE1,V,A,-5,VAE,1,fu_ve,0.34236453201970446,0.2866666666666667,3018.359712230216,4363.87165775401,29.179040431086886,36.68295352865019,0.8876829248542485
VAF9,V,A,-12,VAF,9,fu_sp,0.3266949152542372,0.28500000000000003,3458.5473411154353,4185.680272108844,21.14864821993947,0,0.19115089915980027
VAF8,V,A,-12,VAF,8,fu_sp,0.3524299065420561,0.25666666666666665,3387.1121718377085,4357.91618160652,21.149120773586777,0,0.4922655381336202
VAF7,V,A,-12,VAF,7,fu_sp,0.3288059701492537,0.25,3487.630503858375,4085.0959046137896,24.60049116133721,0,0.49317623447664666
VAF6,V,A,-12,VAF,6,fu_sp,0.3591666666666667,0.2966666666666667,3469.5359628770298,3954.3951612903215,21.917505041977392,0,0.448294508291529
VAF5,V,A,-12,VAF,5,fu_sp,NA,NA,NA,NA,NA,0,NA
VAF4,V,A,-12,VAF,4,fu_sp,0.3544961240310077,0.32,3751.148042860267,4151.155778894474,31.770490892422238,0,0.5270354272691764
VAF3,V,A,-12,VAF,3,fu_sp,0.3726966292134832,0.29333333333333333,4333.463973470003,4592.114418245071,30.053985564820316,0,0.39358949768569307
VAF2,V,A,-12,VAF,2,fu_sp,0.34852713178294575,0.27,3518.06049822064,4159.204470742932,20.495822362283086,0,0.2212838925846427
VAF1,V,A,-12,VAF,1,fu_sp,0.3098780487804878,0.335,3419.047619047619,3992.209178228388,17.921969151554283,0,0.281987234107269
VAG9,V,A,-28,VAG,9,fu_se,0.38142857142857145,0.405,3259.5184590690205,3398.8870410643467,73.13584064847005,0,0.4124977433944527
VAG8,V,A,-28,VAG,8,fu_se,NA,NA,NA,NA,NA,0,NA
VAG7,V,A,-28,VAG,7,fu_se,NA,NA,NA,NA,NA,0,NA
VAG6,V,A,-28,VAG,6,fu_se,NA,NA,NA,NA,NA,0,NA
VAG5,V,A,-28,VAG,5,fu_se,NA,NA,NA,NA,NA,0,NA
VAG4,V,A,-28,VAG,4,fu_se,NA,NA,NA,NA,NA,0,NA
VAG3,V,A,-28,VAG,3,fu_se,NA,NA,NA,NA,NA,0,NA
VAG2,V,A,-28,VAG,2,fu_se,0.3476,0.32666666666666666,3874.913693901036,3995.9526774595265,40.2815991578343,0,-1.2416929098003124
VAG1,V,A,-28,VAG,1,fu_se,0.3225,0.3516666666666667,3867.4653511862816,4191.357005229837,48.298926579693905,0,-0.23794504124688562
